time,finger,pressure,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z
0.01,1,0.0,-56.80510988419302,13.315215605148081,-0.0047013471894442205,0.0,0.0,0.0
0.02,1,0.4333774693845316,-56.820563086890196,13.349635336066427,-0.004508393764141484,-1.5453202697072406,3.4419730918348583,0.019295342530324236
0.03,1,0.0,-56.96808237586989,13.617357796934016,0.0057039026329980215,-14.751928897964264,26.772246086759232,1.02122963971396
0.04,1,0.0,-56.99222844913771,13.723976068264477,0.007211294023529564,-2.414607326785427,10.661827133045257,0.15073913905313754
0.05,1,0.0,-56.99969139322213,13.762572758985712,0.006872210376901026,-0.7462944084415207,3.8596690721218194,-0.03390836466287172
0.060000000000000005,1,0.0,-57.002168833531435,13.778364045340167,0.006166547584203924,-0.2477440309197033,1.5791286354476395,-0.07056627926967646
0.07,1,0.0,-57.00302917446321,13.786412572199946,0.005431072786980083,-0.08603409318840446,0.8048526859776417,-0.073547479722438
0.08,1,0.0,-57.00335424003103,13.791656304936591,0.004741350508027585,-0.03250655677719754,0.5243732736650458,-0.06897222789527153
0.09,1,1.0,-57.00349639377236,13.795729940620797,0.004111284720774661,-0.01421537413292673,0.40736356841982785,-0.06300657872532849
0.09999999999999999,1,1.0,-57.30021834713756,14.324871884040778,0.02556502470290673,-29.67219533652439,52.91419434199851,2.145373998213254
0.10999999999999999,1,1.0,-57.612837636192744,15.023161864694076,0.047169842328903575,-31.26192890550577,69.82899806532954,2.1604817625996566
0.11999999999999998,1,1.0,-57.89972450049709,15.73032114133011,0.06432898277427172,-28.68868643043934,70.71592766360365,1.7159140445369154
0.12999999999999998,1,0.3558993303027993,-58.152484269489506,16.38974470354834,0.076557861371752,-25.275976899246366,65.94235622182336,1.2228878597479207
0.13999999999999999,1,1.0,-58.19877002141025,16.635556039507478,0.07708004305397659,-4.62857519207056,24.58113359591448,0.052218168222439444
0.15,1,1.0,-58.392486047714854,17.076742045069345,0.08256088900807215,-19.371602630460913,44.11860055618549,0.5480845954095603
0.16,1,0.0,-58.57801743070398,17.560400127012528,0.08615603202825456,-18.553138298912316,48.36580819431975,0.35951430201827017
0.17,1,0.0,-58.491664872775665,17.49694412575078,0.08057500719799429,8.635255792831646,-6.345600126175753,-0.5581024830259248
0.18000000000000002,1,0.0,-58.39051499312079,17.25466348912548,0.07434611238494093,10.114987965483781,-24.228063662528843,-0.6228894813054543
0.19000000000000003,1,0.0,-58.28904564820836,16.972544978728607,0.06834323442975407,10.14693449124576,-28.21185103968866,-0.6002877955185628
0.20000000000000004,1,0.5336138298667558,-58.19092329497408,16.69311382211429,0.06266832850737937,9.812235323424925,-27.943115661432515,-0.5674905922375548
0.21000000000000005,1,0.0,-58.240249483344144,16.728230456650284,0.06330578887391099,-4.932618837004307,3.511663453601487,0.0637460366531904
0.22000000000000006,1,1.0,-58.15816201927496,16.568730198356082,0.05889789401625962,8.208746406919564,-15.95002582942109,-0.4407894857650827
0.23000000000000007,1,1.0,-58.34086830080909,16.91432779280145,0.06552001706589326,-18.270628153414087,34.559759444536844,0.662212304963296
0.24000000000000007,1,0.2751195119190074,-58.53192282580855,17.410344617493685,0.07115779434721173,-19.105452499947248,49.601682469223114,0.5637777281318405
0.25000000000000006,1,1.0,-58.51978893378198,17.509167120238168,0.06894278207117115,1.213389202665274,9.882250274447756,-0.22150122760403912
0.26000000000000006,1,1.0,-58.679267749762545,17.870617909219852,0.07118272131096946,-15.947881598063613,36.14507889816898,0.2239939239799353
0.2700000000000001,1,1.0,-58.834966795501586,18.2978062583906,0.0717700357907838,-15.569904573899663,42.718834917074155,0.058731447981354996
0.2800000000000001,1,0.0,-58.97655083610233,18.708588976348647,0.07019979238391595,-14.158404060084864,41.078271795805044,-0.15702434068685317
0.2900000000000001,1,0.0,-58.864359879939826,18.5710322717825,0.06523307907089265,11.219095616255373,-13.755670456614594,-0.4966713313023195
0.3000000000000001,1,0.7071046267552402,-58.744793532449975,18.261476109364136,0.06085995940026883,11.95663474898593,-30.955616241836513,-0.43731196706244274
