time,finger,pressure,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z
0.01,1,0.0,-56.80510988419302,13.315215605148081,-0.0047013471894442205,0.0,0.0,0.0
0.02,1,0.0,-56.820563086890196,13.349635336066427,-0.004508393764141484,-1.5453202697072406,3.4419730918348583,0.019295342530324236
0.03,1,0.9142550959804567,-56.837408639744226,13.39266430584994,-0.0042610389581307,-1.6845552853978236,4.302896978350294,0.02473548060109439
0.04,1,1.0,-57.12846504994411,13.90942475736436,0.016962611505581385,-29.105641019988248,51.67604515144288,2.1223650463711214
0.05,1,0.9872717121218502,-57.459996592497646,14.62450777081119,0.040354840589104456,-33.1531542553476,71.50830134468337,2.3392229083522627
0.060000000000000005,1,1.0,-57.763448028308176,15.35462524375218,0.05930736493336322,-30.345143581063255,73.01174729409838,1.8952524344259531
0.07,1,1.0,-58.034499525742916,16.045584993206862,0.07337832431561592,-27.105149743467045,69.09597494546786,1.4070959382252006
0.08,1,0.992870124505645,-58.27085290948488,16.673186993597106,0.08279982790441248,-23.63533837420122,62.76020003902354,0.9421503588798303
0.09,1,0.6040647922002413,-58.47489336665146,17.22922930938197,0.08817277350244897,-20.404045716655098,55.60423157848925,0.5372945598034728
0.09999999999999999,1,1.0,-58.553308649956335,17.518575052996216,0.08730703004282957,-7.841528330491111,28.93457436142468,-0.08657434596187166
0.10999999999999999,1,1.0,-58.715120129336384,17.910134905913868,0.0878622733599321,-16.181147937999015,39.15598529176422,0.055524331710201075
0.11999999999999998,1,0.227783781086482,-58.86653931972194,18.312514078918266,0.0866136083565332,-15.141919038554237,40.23791730043903,-0.1248665003398686
0.12999999999999998,1,0.2288272287015234,-58.81575766674747,18.305958976207986,0.08109920758068852,5.078165297443504,-0.6555102710276954,-0.5514400775844421
0.13999999999999999,1,0.0,-58.756885266337676,18.169645119623702,0.07600965139660677,5.887240040978658,-13.631385658429656,-0.5089556184081369
0.15,1,0.37377283078785606,-58.64223663204396,17.88605037452405,0.07050729955255368,11.46486342937201,-28.35947450996597,-0.5502351844053904
0.16,1,0.0,-58.62173400307711,17.766486960469194,0.06747253829445927,2.0502628966851235,-11.956341405482792,-0.3034761258094086
0.17,1,0.4916517972954575,-58.51383528579971,17.507425109573873,0.06263772835494959,10.78987172774128,-25.906185089533075,-0.4834809939508882
0.18000000000000002,1,1.0,-58.53193657747883,17.484928524663584,0.06148380268796303,-1.8101291679101723,-2.2496584910291793,-0.11539256669880328
0.19000000000000003,1,1.0,-58.69007630244506,17.83340178776742,0.06414529678736203,-15.81397249662158,34.84732631038629,0.26614940993998687
0.20000000000000004,1,0.9609420317090653,-58.84635825966625,18.271951374298265,0.06507117273773468,-15.628195722126694,43.8549586530831,0.09258759503723551
0.21000000000000005,1,0.9752446320915809,-58.97890428327652,18.67700823038627,0.06365560084134571,-13.254602361018943,40.50568560880029,-0.1415571896388609
0.22000000000000006,1,1.0,-59.100775831556156,19.04667592127594,0.06051354546255053,-12.187154827973254,36.96676908896757,-0.31420553787952293
0.23000000000000007,1,0.4264946995357244,-59.216418944237695,19.3911894381639,0.055910292222992694,-11.564311268148725,34.45135168879391,-0.4603253239557823
0.24000000000000007,1,0.6376279091724628,-59.18883398660616,19.422089870527063,0.050971814708882734,2.7584957631493205,3.09004323631516,-0.4938477514109553
0.25000000000000006,1,0.0,-59.206374488409196,19.4634573167256,0.04674607451419486,-1.7540501803037418,4.136744619856403,-0.4225740194689534
0.26000000000000006,1,0.011800185913680039,-59.07679264711242,19.19204778538718,0.043739024672054566,12.958184129686448,-27.14095313384223,-0.3007049842139298
0.2700000000000001,1,0.0,-58.94977149601836,18.831934842338633,0.041666496405828195,12.702115109402625,-36.01129430485446,-0.20725282662263647
0.2800000000000001,1,0.6320238069503017,-58.8228775079341,18.450600510927828,0.039722865495235994,12.689398808427232,-38.133433141082186,-0.19436309105926053
0.2900000000000001,1,0.5436904749010689,-58.855013365641035,18.43798097293629,0.039737464851220455,-3.2135857706969304,-1.2619537991504441,0.0014599355985134663
